"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","PROP_MATURE_lo","PROP_MATURE_hi"
"209",1996,"SNOW","ALL",122.5,0.946618131991381,0.919743083705896,0.965351805216635
"210",1996,"SNOW","ALL",127.5,0.953831541581688,0.913622029789159,0.979505650893123
"211",1996,"SNOW","ALL",132.5,0.949998020635289,0.864589898755671,0.987844399422746
"212",1997,"SNOW","ALL",12.5,0.00204304274366778,3.34928033934685e-06,0.011639510686203
"213",1997,"SNOW","ALL",17.5,0.00379167057166155,6.40714731116767e-05,0.0218233648431101
"214",1997,"SNOW","ALL",22.5,0.00137501696682909,3.29427021492806e-05,0.00783180317887545
"215",1997,"SNOW","ALL",27.5,0.00857089743954577,0.000826030772999566,0.0370419754905198
"216",1997,"SNOW","ALL",32.5,0.0181891160140375,0.00342552776649508,0.0681458096181126
"217",1997,"SNOW","ALL",37.5,0.00355098533281394,0.00132904180845896,0.00731949520004172
"218",1997,"SNOW","ALL",42.5,0.00701171025302592,0.00388227952431359,0.0112623538975221
"219",1997,"SNOW","ALL",47.5,0.0123679371135464,0.00689174701388213,0.0226487807129325
"220",1997,"SNOW","ALL",52.5,0.035065476576701,0.0231267877488684,0.0546122224846559
"221",1997,"SNOW","ALL",57.5,0.0865589906397942,0.0675220732164356,0.113330524873896
"222",1997,"SNOW","ALL",62.5,0.141555033395107,0.117018202013803,0.171396245566938
"223",1997,"SNOW","ALL",67.5,0.19642717394406,0.168357042586894,0.226455770510334
"224",1997,"SNOW","ALL",72.5,0.255156034721649,0.222463382979355,0.286795240401598
"225",1997,"SNOW","ALL",77.5,0.285075471297883,0.256373023202574,0.313669224940829
"226",1997,"SNOW","ALL",82.5,0.278022646620827,0.251464113439126,0.304219688187151
"227",1997,"SNOW","ALL",87.5,0.293200453209256,0.269235874369004,0.32065860185077
"228",1997,"SNOW","ALL",92.5,0.313169128998394,0.28701125710481,0.34059234836553
"229",1997,"SNOW","ALL",97.5,0.40433226114336,0.370067723081816,0.437608828248977
"230",1997,"SNOW","ALL",102.5,0.543931554670275,0.500072180000176,0.593286096266363
"231",1997,"SNOW","ALL",107.5,0.716624733196374,0.668546264930855,0.763648517560049
"232",1997,"SNOW","ALL",112.5,0.807997178446766,0.755160513150468,0.855706734629746
"233",1997,"SNOW","ALL",117.5,0.872643155378772,0.829473722453359,0.912094607113498
"234",1997,"SNOW","ALL",122.5,0.923536291472938,0.892687663493511,0.948722644359074
"235",1997,"SNOW","ALL",127.5,0.973874411750868,0.954129302888604,0.988485698931657
"236",1997,"SNOW","ALL",132.5,0.982776627884994,0.958402193453816,0.995080557479534
"237",1997,"SNOW","ALL",137.5,0.995393994272287,0.98102490630341,0.999666374462701
"238",1997,"SNOW","ALL",142.5,0.998440632310925,0.991327730845475,0.999944421811349
"239",1998,"SNOW","ALL",12.5,0.00024395786023314,4.50726792913456e-07,0.00165993121350863
"240",1998,"SNOW","ALL",17.5,0.000848415941967726,9.6931694496324e-06,0.00531690778669409
"241",1998,"SNOW","ALL",22.5,0.00162947883059274,6.86400237528535e-05,0.00910282771003545
"242",1998,"SNOW","ALL",27.5,0.0118784895547518,0.00130111170008979,0.0523347452847023
"243",1998,"SNOW","ALL",32.5,0.00839744956303288,0.00197090341046168,0.0244923426549754
"244",1998,"SNOW","ALL",37.5,0.0100261345779915,0.00379371034157509,0.0299285195011477
"245",1998,"SNOW","ALL",42.5,0.0219378299773168,0.00984119350877266,0.0583716565252778
"246",1998,"SNOW","ALL",47.5,0.0397382414047771,0.0213238956805997,0.0811343755189887
"247",1998,"SNOW","ALL",52.5,0.0786321817348509,0.05577150426649,0.111705162722875
